"","location","scale","skewness","shape","shape2"
"1",1.20773121707432,32.5806823968851,0.504908329486841,5.32788359875892,6.14356904137484
"2",1.20773121707432,31.8154068094068,0.504928361405338,5.32989955484774,6.14356904137484
"3",1.20773121707432,31.2036385157315,0.5048872069927,5.32980989955452,6.14406258676743
"4",1.20773121707432,32.1909344185477,0.504838217914923,5.32972423416332,6.14484234162404
"5",1.20773121707432,34.8458242868645,0.504789493090019,5.32964238088012,6.14487151629067
"6",1.20773121707432,36.7692764275063,0.504979335988524,5.33209542129221,6.14485557722796
"7",1.20773121707432,35.0398909139507,0.504919107630908,5.33205403144292,6.14483983327479
"8",1.20773121707432,33.8977439115813,0.504896264916243,5.33186842129726,6.14512974778393
"9",1.20773121707432,32.3105761422466,0.504906576009319,5.33169108340408,6.14511401612779
"10",1.20773121707432,31.9333107502994,0.504877388933872,5.33152164809135,6.14569216150621
"11",1.20773121707432,31.1295457532937,0.504922425715199,5.33323102111678,6.14566617511309
"12",1.20773121707432,32.1544790116312,0.504977209490201,5.33662167102033,6.14564050693212
"13",1.20773121707432,37.4444614055203,0.505086885815438,5.3130823483993,6.14561515306311
"14",1.20773121707432,36.1709711289426,0.504945348425437,5.31510697390031,6.14559010965379
"15",1.20773121707432,35.0896418302753,0.504929419999868,5.3173257356897,6.14556537289919
"16",1.20773121707432,37.9047575644087,0.50501809723642,5.31779325002199,6.14554093904103
"17",1.20773121707432,38.6720007644404,0.504982710611044,5.32190682191169,6.14551680436721
"18",1.20773121707432,41.0374729683887,0.505011685163341,5.3240443330494,6.14549296521117
"19",1.20773121707432,41.0289920705693,0.504877558090447,5.32421472714576,6.14621348078055
"20",1.20773121707432,46.9925429551105,0.504741881908165,5.32437756853999,6.14300297507435
"21",1.20773121707432,44.5090837977276,0.504885995142122,5.32453319116032,6.1430101180545
"22",1.20773121707432,49.8248799375159,0.505046387628812,5.31583441228154,6.14301695510091
"23",1.20773121707432,47.3739716212034,0.50493107029857,5.31684139375281,6.14302370852306
"24",1.20773121707432,44.8971239428194,0.504912024974856,5.31740445385742,6.14303037934352
"25",1.20773121707432,45.1637667458032,0.504857415673956,5.3178684547827,6.14381964052195
"26",1.20773121707432,43.1167562477362,0.504907589229972,5.31898743984595,6.1438165745164
"27",1.20773121707432,42.9109948554882,0.504866756665148,5.31938156821051,6.14453117116634
"28",1.20773121707432,51.9006350079293,0.505108940520009,5.26035646286874,6.1445193979614
"29",1.20773121707432,51.2229862140338,0.504897942513287,5.26328533390017,6.14518450982887
"30",1.20773121707432,50.7321417241323,0.504866829536839,5.26609022033898,6.14587036088403
"31",1.20773121707432,50.6050396378652,0.504856651169344,5.2687761066963,6.14659700248702
"32",1.20773121707432,47.9040717656801,0.504900653234684,5.27134780019639,6.14657842082047
"33",1.20773121707432,45.4696264656668,0.504909434953149,5.27404111271137,6.14654157971894
"34",1.20773121707432,46.613213719199,0.504975156210088,5.27979559426988,6.14650518992285
"35",1.20773121707432,44.3177655454333,0.504920395153465,5.28223327708131,6.14646924589657
"36",1.20773121707432,43.4381095493031,0.50493809414095,5.28673290744844,6.14643374217252
"37",1.20773121707432,41.3170807153679,0.504914659275046,5.28879230841095,6.14639867335034
"38",1.20773121707432,42.8866027896066,0.504831972965917,5.29050561064518,6.14708198932204
"39",1.20773121707432,40.7698259314011,0.504896395579732,5.29214483753488,6.14708073680944
"40",1.20773121707432,42.5332550947995,0.504825362623611,5.29371310369491,6.14770939991458
"41",1.20773121707432,42.0813168394754,0.504932645647552,5.29817681927817,6.14765870072453
"42",1.20773121707432,43.1902340566106,0.504843844837535,5.2994832266341,6.14839407926326
"43",1.20773121707432,40.9903284170813,0.504899310341022,5.30073276776987,6.14834420153021
"44",1.20773121707432,39.3196742086395,0.504915698919599,5.30284544771924,6.14828572100411
"45",1.20773121707432,37.3681435762951,0.504909302358339,5.30394838630469,6.14822834672583
"46",1.20773121707432,39.4131636705639,0.504819050860727,5.30500315545896,6.1487217039546
"47",1.20773121707432,37.4722861195758,0.504895946507151,5.30601182287502,6.14866876146108
"48",1.20773121707432,35.7060758503223,0.504905169600968,5.30697637062904,6.14864336822149
"49",1.20773121707432,37.2778682169489,0.50482808014126,5.30789869844923,6.14927201768912
"50",1.20773121707432,37.427789181637,0.504943366977658,5.31221861044251,6.14920216020673
"51",1.20773121707432,35.6770439223385,0.504911224923844,5.31291096296601,6.14917769008625
"52",1.20773121707432,35.7223776464216,0.504951474497425,5.31692750856983,6.14910898946668
"53",1.20773121707432,37.1637826872853,0.504837326263552,5.31741254635168,6.1497643187965
"54",1.20773121707432,37.0404016399818,0.504858515727861,5.31787619027594,6.15039765554379
"55",1.20773121707432,41.4570364263145,0.505039603962244,5.31062473344444,6.15031398922207
"56",1.20773121707432,40.5266303234502,0.504950752708663,5.31373739343113,6.15023134951557
"57",1.20773121707432,38.5384372532847,0.504912984950392,5.31436295581148,6.15017541233284
"58",1.20773121707432,36.6468930796075,0.504909137618008,5.31498212435752,6.15009447293131
"59",1.20773121707432,35.1609462067856,0.504901339479238,5.31555289430948,6.15018344929164
"60",1.20773121707432,33.5091300987444,0.504907974455865,5.31616546305368,6.15010241128136
"61",1.20773121707432,34.7863425032365,0.50483441121338,5.31668409795775,6.15077151171436
"62",1.20773121707432,36.3044268327877,0.504819344366158,5.31717986922334,6.15138331731528
"63",1.20773121707432,34.6241942349965,0.504894641317842,5.31765377689917,6.15133089150661
