"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"251",103.126677009889,100.75472774361,105.554466269464,99.5212581039244,106.862711683129
"252",99.3219908237523,96.106763773792,102.644782467263,94.4470744747721,104.448527559512
"253",104.083627434252,99.9721481061975,108.364196479645,97.8618194696593,110.701002276285
"254",105.562185682249,100.762096141755,110.590941164391,98.3100780602408,113.349264550327
"255",107.228839901942,101.79227504827,112.955763109371,99.026813552147,116.110209894429
"256",108.33657185412,102.334376884887,114.690812201898,99.2928136128353,118.204050968556
"257",109.00270864023,102.494464707996,115.924216246772,99.2080156886848,119.764420328609
"258",109.236248993282,102.278383033066,116.667449565218,98.7763483610131,120.803798602784
"259",108.276743989355,100.976059123227,116.105276743163,97.312737150301,120.476040775922
"260",110.378546031619,102.548187090186,118.806814335387,98.6304788205002,123.525948264199
"261",110.725515365637,102.501745152974,119.609083091111,98.3985553372245,124.596745460021
"262",111.690150744246,103.040530497586,121.065853533863,98.7362457784534,126.343569931384
"263",113.743691146223,104.590224259397,123.698245865508,100.046735579989,129.315836249585
"264",111.127224621394,101.861205603548,121.236146567106,97.2730493432563,126.954589533591
"265",111.025175274437,101.457156217422,121.495515982171,96.7305963668691,127.432167356527
"266",110.351089963576,100.543561879348,121.115293993285,95.7097014382044,127.232275027121
"267",112.631598015365,102.327845535351,123.972871754759,97.2606040116149,130.431812555676
"268",112.274684927103,101.720258949007,123.924231079667,96.5408519653644,130.572753594538
"269",112.317709438059,101.484330702613,124.307543500284,96.1791045722745,131.164330438661
"270",114.751478545405,103.410518815046,127.336193447669,97.867993530293,134.547581424366
"271",116.858243243053,105.038792703141,130.007672997981,99.2738541909518,137.557357122308
"272",116.750698108842,104.679120919654,130.214367384345,98.8025901538535,137.959192038149
"273",118.437614547801,105.931456568183,132.420236577646,99.854876153836,140.478553277286
"274",119.391375662551,106.528516097251,133.807370127859,100.290180526852,142.130570587416
"275",119.387995418564,106.275390529048,134.118476338764,99.9274553265421,142.638411070166
"276",117.088646868936,103.988708816881,131.838844635918,97.6581722734877,140.385089198729
"277",117.54281165467,104.156382601794,132.649696797817,97.6986751570518,141.417604174012
"278",117.807480876726,104.159554250114,133.243682256878,97.5869659703167,142.217789153745
"279",120.078707907422,105.936528630223,136.108821755391,99.1373687234209,145.443602935867
"280",120.900809474552,106.433565670089,137.334548923317,99.4896208632068,146.919905863342
"281",120.416721505866,105.784309158661,137.073134319695,98.7725063267305,146.803876478096
"282",122.307921103457,107.223192494702,139.514849507848,100.006208099055,149.582989386344
"283",122.608465425676,107.267525239036,140.143400908521,99.9395259527597,150.419322592595
"284",123.423081891966,107.763373062863,141.358392102526,100.294716405737,151.884941596382
"285",122.719434122604,106.936968039084,140.831181092286,99.4212791417655,151.477225412659
"286",124.103080595525,107.931700910624,142.697414043842,100.24242483198,153.643276677659
"287",124.219133525584,107.82478243016,143.106183811143,100.04108387545,154.240563337535
"288",124.090525853947,107.508693365771,143.229892621982,99.6475397551113,154.529240205544
"289",124.321382142848,107.506924888628,143.765679038068,99.5470389582282,155.261333934741
"290",123.851126244899,106.902188536413,143.487253929372,98.8901202997922,155.112577734038
"291",125.108262178042,107.790042305722,145.208935170617,99.6149774208132,157.125742237426
"292",124.005248825703,106.646930172401,144.188882994252,98.4643780701954,156.171216816725
"293",123.503483857386,106.026011041633,143.861967219744,97.7986601420495,155.964412015021
"294",122.663269080906,105.119099837795,143.135525369147,96.8716191256793,155.321834376423
"295",120.26673741083,102.885736333091,140.583997772229,94.7259831504247,152.693987925958
"296",120.218284580193,102.667049123362,140.769955607068,94.4383711878642,153.035633351346
"297",123.480591666235,105.27330709162,144.836872132965,96.7483170193178,157.599191262406
"298",124.004473594969,105.541623590218,145.697109334507,96.9082652100942,158.676965666739
"299",125.912970309956,106.987080904553,148.186827402271,98.1486440777456,161.531279838339
"300",125.769637547309,106.688717902356,148.263115723806,97.7892869830378,161.755977743505
"301",126.080622053531,106.777560410959,148.873257604169,97.7859316944879,162.56247685066
"302",127.510867101604,107.81389899552,150.806355956745,98.6502997194224,164.814716987645
"303",127.4119684047,107.557430485002,150.931549959479,98.3320097062245,165.091812333138
