"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"251",89.5336220441343,88.2613458325896,90.8242379574272,87.5951782935608,91.5149627240519
"252",88.7366797905667,86.9586876471406,90.551025473215,86.031942155548,91.52645102463
"253",89.8372549992905,87.6376500094332,92.0920675638705,86.4951347748276,93.3085127483535
"254",90.0957270202003,87.5533921275053,92.7118850572596,86.2367315344846,94.1274081573059
"255",90.4197416867218,87.571893161259,93.3602025896405,86.1008233878963,94.9553019935789
"256",90.5707359495878,87.4506067561518,93.8021874830834,85.8426591012066,95.5592277352304
"257",90.7017736648643,87.3314809722059,94.202132545657,85.5983497185382,96.1094667479386
"258",90.7084780333386,87.1098937535703,94.4557229102054,85.2630736559638,96.5016581542056
"259",90.4753270065753,86.6729015175725,94.4445686439505,84.7251413662272,96.6157703008534
"260",90.892280409702,86.8703395967249,95.1004298639505,84.8138028713195,97.4063932802329
"261",90.9817724089096,86.7639971306607,95.4045823661281,84.6109776707225,97.8322569782916
"262",91.2576904138766,86.8436309958378,95.8961061873851,84.594063275615,98.4462234961062
"263",91.7505588022617,87.1360807859756,96.6094063973804,84.7880245001343,99.2848352129487
"264",91.2419535479133,86.4844239867503,96.2611959873259,84.0671947382728,99.0290459097411
"265",91.3178917997275,86.3938698570823,96.5225585627954,83.8956568352581,99.3967706709963
"266",91.331393078986,86.2497107771799,96.7124792255563,83.6751056871811,99.6882321599045
"267",91.6445559878928,86.393100518524,97.2152242691789,83.7360793488626,100.299950839914
"268",91.3694769733044,85.9865540508205,97.0893811774463,83.2665930712696,100.260873111857
"269",91.3093958197569,85.7871537800744,97.1871124940567,83.0003607871867,100.450235226642
"270",91.882761927077,86.1860534537038,97.956010294437,83.3147943398711,101.33184635742
"271",92.192580933124,86.3400858450141,98.4417828164743,83.3938882933017,101.919602899644
"272",92.222642446431,86.2350407877467,98.6259843111334,83.2244032137307,102.193773116766
"273",92.4796393079096,86.3449843960616,99.0501503514217,83.2639821925068,102.715285304847
"274",92.6507309522605,86.3771182269855,99.3799992658976,83.2299015083008,103.137908256831
"275",92.5961708637804,86.2015320220523,99.4651795334796,82.9971657686042,103.305345179362
"276",92.2436163352118,85.7517143076535,99.2269929913029,82.5021526623074,103.135305928632
"277",92.2869838579048,85.6728476690171,99.4117462103368,82.3656388445798,103.403403519521
"278",92.3045152852811,85.5722668101833,99.5664116383647,82.2095309373789,103.639121217474
"279",92.7893455984562,85.9065018868047,100.2236439325,82.472087563711,104.397292598402
"280",92.910565370171,85.9054687974314,100.486887252316,82.4135939060565,104.744529976995
"281",92.8297797771441,85.7196276460573,100.529694891523,82.1789169315079,104.861056037709
"282",93.2499604856509,85.9979035696104,101.113571024867,82.3900687447127,105.541302041133
"283",93.3040972634199,85.939883792296,101.299352314485,82.2797895488347,105.805503561415
"284",93.3681897981848,85.8926543265029,101.494347037544,82.1807657423468,106.078579183861
"285",93.2384428064167,85.6688574888003,101.476866527629,81.9137926929774,106.128735236926
"286",93.4934391027918,85.8000386495966,101.876680859846,81.987079543357,106.614642257686
"287",93.5435472896424,85.7443995684979,102.052090673738,81.8825538535605,106.865196891377
"288",93.5136236532566,85.6168610325695,102.138734161678,81.7101966666938,107.022111872207
"289",93.4961081314261,85.5021567563894,102.237447186618,81.550921948858,107.190967641117
"290",93.4205805986151,85.3358662367227,102.2712402681,81.343271629205,107.291048227877
"291",93.6741160115814,85.4712959688086,102.664174107685,81.4238820996646,107.767399247933
"292",93.5290589834827,85.244195598329,102.619126298697,81.1597961726378,107.783475154722
"293",93.459859564569,85.0876741574495,102.655824551813,80.9637137972379,107.884692291955
"294",93.2331983174556,84.7892706060418,102.518033312137,80.6334465201871,107.8017825559
"295",92.9130504867511,84.4075215973283,102.275659649588,80.2248376506271,107.608007738811
"296",92.8383387591774,84.2502215808513,102.301892883362,80.03037462676,107.696073943928
"297",93.368928905269,84.6428563825575,102.994597033869,80.3586895033364,108.485553196524
"298",93.5310355964325,84.7018201773835,103.280597765442,80.3704810859642,108.846612606241
"299",93.790379536445,84.8494502443737,103.673450661794,80.4667797834135,109.320086093512
"300",93.7573834163827,84.7333717349352,103.742442500519,80.3134421125576,109.451751959118
"301",93.903815098114,84.7802929203285,104.009153380342,80.3150905374142,109.791652240908
"302",94.093986884221,84.8673182908651,104.323767335546,80.3551040613919,110.18190407673
"303",94.1266747959341,84.8129955865321,104.463129109738,80.2616961746233,110.386788847116
