"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"251",351.393271005054,345.191337086204,357.706632935564,341.95266495274,361.094512670918
"252",346.319123240221,337.706623302563,355.151266945748,333.234483134105,359.917539126972
"253",353.577400354717,342.838504793047,364.652675512821,337.286343651167,370.655321197637
"254",354.489954058793,342.087202076638,367.342381608456,335.698218155563,374.333614932602
"255",356.576766760978,342.657540576359,371.061411285006,335.510460347591,378.965801727874
"256",356.335966410349,341.127241112702,372.222753431899,333.340779739472,380.917453474599
"257",357.039615578024,340.608396152778,374.263490072406,332.218581886157,383.715102172662
"258",359.203268916963,341.559595347637,377.758347761564,332.573166475773,387.96572125139
"259",357.208633268648,338.626770618382,376.810160190947,329.184670346343,387.618316331094
"260",359.31056667041,339.636493613137,380.124296855058,329.66156382982,391.626132634795
"261",360.168945272576,339.513440666822,382.08110077757,329.063002969141,394.215296062696
"262",362.256235368518,340.585423954566,385.305919847225,329.643402116799,398.095576070029
"263",364.621670392675,341.946966928554,388.799946711394,330.520199278867,402.24156590131
"264",360.886648350606,337.624932729007,385.751051929183,325.924161211971,399.599626101456
"265",361.98937011804,337.865538637506,387.835659732802,325.75291319859,402.256737451098
"266",362.701777082752,337.765644048971,389.478863279277,325.266915477142,404.445004515778
"267",363.603765154833,337.864154135648,391.30430504827,324.984429803919,406.812406719114
"268",362.98582408573,336.572772086119,391.471679870419,323.377688437049,407.445266629289
"269",363.091215502765,335.974230284787,392.396853364395,322.449042083961,408.856016204097
"270",366.367277778823,338.32273185347,396.736516910129,324.356586962251,413.819196595155
"271",367.634072180595,338.825559905839,398.892017077009,324.500655842354,416.50088711607
"272",367.531102507597,338.08081013711,399.546816205474,323.458410950613,417.608900363622
"273",369.661653277458,339.402929239831,402.618027516384,324.400827493502,421.237328399112
"274",370.481946600988,339.531861394338,404.253292146404,324.208669970031,423.359661448737
"275",369.42396283778,337.953773280427,403.824650318451,322.394647198878,423.313679381848
"276",368.482093902609,336.498283284727,403.505932337736,320.706675713374,423.374578108881
"277",368.913480066166,336.310019768474,404.677671715587,320.233898015068,424.992971131761
"278",368.838468664781,335.671211816715,405.282941097918,319.338468335129,426.011362415041
"279",371.972356487904,337.959151263642,409.408750950575,321.231339794759,430.728315859739
"280",371.878497695194,337.320438164721,409.976987461705,320.34611903958,431.700616391573
"281",367.851827612477,333.130440877258,406.192141197016,316.097073009261,428.080417795817
"282",373.487647650639,337.698135738915,413.070159959232,320.162227781653,435.69481607537
"283",373.967570382694,337.604374575517,414.247427551188,319.808812337781,437.297967731497
"284",374.681060229564,337.728543703212,415.676730653001,319.66600969274,439.164292223899
"285",374.573365474237,337.120047076868,416.187667684754,318.834102099435,440.057086738291
"286",376.242655953739,338.116773416977,418.667594418773,319.523896194244,443.029575706812
"287",375.681258778026,337.115069463859,418.659445931927,318.328829694769,443.366717153365
"288",376.081988626398,336.984336494239,419.7158349869,317.9605564001,444.827697405368
"289",375.601067792404,336.070813910155,419.781058894656,316.857819253282,445.234908386541
"290",371.431022164803,331.869157091263,415.709026519905,312.661800166291,441.246753370623
"291",375.692316566957,335.207259269528,421.067005037492,315.572895010291,447.265018508144
"292",375.152737383421,334.263511093248,421.043792383945,314.454269567,447.5677069358
"293",375.836926392266,334.416080199627,422.38816732636,314.37042653648,449.32151155635
"294",374.580945403567,332.848877694769,421.545313991111,312.673637934927,448.745489341929
"295",372.155912184753,330.252926530658,419.375611380716,310.015914901166,446.751332163768
"296",371.428673901364,329.172785193307,419.108948253754,308.786121284759,446.779341060156
"297",374.836666047024,331.759601741236,423.507037854585,310.997693301646,451.779962486636
"298",375.539307382808,331.952372461061,424.849415426614,310.965663412644,453.522005747677
"299",377.203281913121,332.997209815672,427.277802011582,311.733392899475,456.423081796411
"300",377.741615243791,333.050705712391,428.429441642464,311.574671563049,457.959972070819
"301",375.950573298131,331.05651508949,426.932644793252,309.503723175816,456.662789425975
"302",379.903369627277,334.122486560973,431.957069814939,312.16499755455,462.340657616294
"303",379.93646354486,333.741230821556,432.525870344609,311.606030896799,463.250714100532
